CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Germany,Spain
0.614,0.25675675675675674,0,0.6520861916485694,1,0,1,0.22061035748360527,0,0,1
0.5079999999999999,0.09459459459459457,5,0.6288642532113338,2,1,1,0.29176728453110307,0,1,0
0.33799999999999997,0.24324324324324326,9,0.0,2,0,1,0.7276941269617888,0,0,0
0.7699999999999999,0.040540540540540515,1,0.7123138721382855,2,1,0,0.11147029396433894,0,0,0
0.628,0.5,8,0.0,2,1,1,0.6956720439534954,0,0,0
0.656,0.1891891891891892,9,0.0,1,1,1,0.7409428913438129,0,0,0
0.814,0.2027027027027027,5,0.30790676804275396,1,0,1,0.9712193176694235,0,0,1
0.132,0.3108108108108108,10,0.48700912788933554,2,1,0,0.49125518214624647,0,1,0
0.63,0.21621621621621623,1,0.38519838871631107,2,0,0,0.857024268005818,0,0,0
0.854,0.1891891891891892,2,0.0,1,1,0,0.6821470718706847,1,0,0
0.386,0.24324324324324326,3,0.0,2,0,0,0.12963861716847233,0,0,0
0.31199999999999994,0.21621621621621623,4,0.359937455083855,1,1,1,0.7960976319429579,0,0,0
0.2859999999999999,0.37837837837837845,4,0.0,2,1,0,0.009010094313348208,0,0,0
0.604,0.7702702702702704,10,0.0,2,1,1,0.5731726529261882,0,0,1
0.7999999999999999,0.05405405405405406,3,0.484985039144778,1,1,0,0.6430505497113578,1,0,1
0.7579999999999999,0.16216216216216217,9,0.0,2,1,0,0.7592468920129949,0,0,0
0.592,0.37837837837837845,4,0.0,3,1,0,0.4659898068802383,1,0,0
0.57,0.13513513513513514,3,0.3253259919196675,2,1,1,0.7838710011481055,0,1,0
0.594,0.35135135135135137,5,0.0,3,1,1,0.8709900417643455,1,0,1
0.916,0.36486486486486486,7,0.47280770451460996,2,1,0,0.7355489116511073,0,0,0
0.348,0.24324324324324326,10,0.0,2,1,0,0.5478522962685546,0,0,0
0.838,0.14864864864864863,8,0.0,2,1,1,0.8614115229090049,0,0,0
0.7599999999999999,0.3243243243243243,4,0.0,2,0,1,0.429624293990654,0,0,1
0.32999999999999996,0.22972972972972977,10,0.7025719087777832,1,0,1,0.6062016608382557,0,0,1
0.846,0.3108108108108108,9,0.40983747624384076,1,0,1,0.32262710394499744,0,0,1
0.928,0.14864864864864863,8,0.386955516480815,2,1,1,0.9864104910698764,0,1,0
0.7199999999999999,0.05405405405405406,8,0.0,2,0,0,0.4979761694939726,0,0,1
0.126,0.21621621621621623,9,0.0,2,0,0,0.032155909416481346,0,0,0
0.63,0.2972972972972973,6,0.0,1,1,1,0.8091687949234616,0,0,0
0.5459999999999999,0.35135135135135137,6,0.0,2,0,0,0.8357559748738542,0,0,0
0.7759999999999999,0.1756756756756757,9,0.32951287114222355,1,1,0,0.20943982967075053,0,0,0
0.356,0.24324324324324326,7,0.0,2,1,0,0.3023220607806027,0,0,1
0.64,0.6351351351351351,1,0.0,1,1,1,0.8882521975922153,1,0,1
0.5439999999999999,0.37837837837837845,4,0.4267600044304842,2,1,1,0.1544777990993958,1,0,1
0.46399999999999986,0.1891891891891892,1,0.3544810564321155,1,1,1,0.04976771487680892,0,1,0
0.87,0.24324324324324326,2,0.39779836506527416,1,0,1,0.1844545643335062,0,1,0
0.5099999999999999,0.2027027027027027,5,0.5982221706032119,1,0,0,0.3589855628070847,0,0,1
0.258,0.22972972972972977,9,0.37000636393844216,1,1,0,0.4969997119855582,1,1,0
0.67,0.16216216216216217,3,0.3608509335403869,1,0,1,0.31506093404029034,0,1,0
0.376,0.2837837837837838,7,0.4306732665840542,2,1,0,0.13570042815945763,0,1,0
0.42400000000000004,0.3243243243243243,2,0.3995181868463009,1,0,0,0.43370132176966447,0,0,0
0.65,0.24324324324324326,9,0.4232417632194809,1,0,1,0.11450362584517632,0,0,1
0.7419999999999999,0.13513513513513514,9,0.6156903785118493,2,0,1,0.5062603993750232,1,1,0
0.5559999999999999,0.16216216216216217,9,0.5275101536245255,2,1,1,0.3705238505924958,0,1,0
0.636,0.25675675675675674,6,0.6690541167531407,1,1,0,0.5779881023070123,0,1,0
0.31199999999999994,0.3108108108108108,1,0.0,2,1,0,0.15838858196087055,0,0,0
0.348,0.1756756756756757,8,0.42973077236259555,1,1,0,0.9986637870892388,1,1,0
0.6980000000000001,0.21621621621621623,4,0.7380439205416033,2,1,0,0.6039838946046245,0,1,0
0.9560000000000001,0.21621621621621623,8,0.5158801328459695,2,0,0,0.1902341141674839,0,0,0
0.648,0.2837837837837838,6,0.4790527500627845,1,0,0,0.5004071074379918,0,0,1
0.612,0.2837837837837838,6,0.0,2,1,0,0.7052186946136898,0,0,0
0.668,0.40540540540540543,10,0.5037281072964725,1,1,1,0.9906790782197096,0,1,0
0.5499999999999999,0.13513513513513514,3,0.0,1,0,0,0.9182229593986687,0,0,0
0.16399999999999992,0.3243243243243243,9,0.6082288231050306,1,1,0,0.5511075048298827,1,0,0
0.398,0.4594594594594595,1,0.0,1,0,1,0.04267126315769989,1,0,0
0.5499999999999999,0.5135135135135136,0,0.5919026326585428,1,1,0,0.2337204927153158,1,1,0
0.9560000000000001,0.3108108108108108,7,0.0,2,1,0,0.8568497183466901,0,0,0
0.84,0.08108108108108109,9,0.40585031954607553,1,1,0,0.8362258431451438,0,0,0
0.816,0.21621621621621623,3,0.0,2,1,1,0.6209519825344281,0,0,0
0.89,0.2027027027027027,9,0.5215760311288141,1,1,1,0.5744706940427637,0,1,0
0.674,0.27027027027027034,9,0.4885285097228122,1,1,1,0.1776124578327996,0,0,0
0.672,0.09459459459459457,1,0.0,2,0,1,0.08181020953913637,0,0,0
0.878,0.2837837837837838,7,0.4975265455388681,2,1,1,0.621877110736375,0,1,0
0.47799999999999987,0.4324324324324324,5,0.5775055920114817,2,1,1,0.1742723007701247,0,1,0
0.22199999999999998,0.21621621621621623,5,0.25374417955911904,1,0,1,0.8388670011142862,0,1,0
0.574,0.2972972972972973,2,0.5319414747238611,1,0,1,0.4655591610029747,0,0,0
0.46799999999999986,0.40540540540540543,2,0.849532971733663,1,1,0,0.37548728446506535,1,0,1
0.45799999999999985,0.22972972972972977,1,0.5161073964333488,2,0,1,0.04244503399215783,1,0,1
0.8119999999999999,0.35135135135135137,10,0.547840320346799,1,1,0,0.9477272548761716,0,1,0
0.626,0.21621621621621623,7,0.0,2,1,1,0.9021179142231257,0,0,0
0.664,0.3378378378378379,5,0.5016057714907276,1,1,1,0.9666101860857457,0,0,0
0.886,0.4594594594594595,2,0.0,1,1,0,0.7955399635421845,1,0,1
0.682,0.1756756756756757,5,0.16307637096798946,1,1,0,0.6308960601055172,1,0,0
0.2699999999999999,0.040540540540540515,5,0.4510086944065617,1,1,1,0.27032849405368,0,0,1
0.57,0.14864864864864863,8,0.5512076237806355,2,1,0,0.705246860695114,0,0,1
0.6,0.25675675675675674,5,0.42633716342758926,1,0,0,0.12201146244448267,0,0,0
0.7699999999999999,0.35135135135135137,9,0.4809985998697719,1,1,0,0.37386180639836314,0,0,0
0.132,0.1891891891891892,0,0.0,2,0,1,0.0038632056972928695,0,0,0
0.8079999999999999,0.1891891891891892,7,0.0,2,1,0,0.4473258006658902,0,0,1
0.37,0.40540540540540543,9,0.0,1,1,0,0.7493584462048608,1,0,0
0.7319999999999999,0.3243243243243243,8,0.0,2,1,0,0.9039848801673317,0,0,1
0.378,0.25675675675675674,2,0.5086112453068097,1,1,0,0.4929792164836514,0,0,0
0.5279999999999999,0.3378378378378379,6,0.0,2,1,1,0.5449854594480719,0,0,0
0.7119999999999999,0.527027027027027,7,0.0,1,1,0,0.08922339209571706,1,0,1
0.816,0.2027027027027027,7,0.0,2,0,0,0.41468576483743397,0,0,0
0.47199999999999986,0.13513513513513514,2,0.0,2,1,1,0.46006607472536454,0,0,1
0.592,0.7432432432432432,6,0.3876444416137246,1,0,1,0.5233637645413649,0,0,0
0.5619999999999999,0.2027027027027027,4,0.49122215318578155,1,0,0,0.5632260739269086,0,1,0
0.7339999999999999,0.05405405405405406,6,0.40279401887834226,1,0,1,0.4232060795110969,0,0,1
0.668,0.16216216216216217,2,0.0,2,1,0,0.41707387833083304,0,0,0
0.9,0.4189189189189189,7,0.4304829901255925,1,0,0,0.2352265025716433,0,0,0
0.7419999999999999,0.24324324324324326,2,0.0,2,1,1,0.534660914649219,0,0,1
0.666,0.14864864864864863,0,0.5328972014095446,1,1,0,0.277537810212741,1,0,1
0.62,0.1756756756756757,9,0.49896653258699586,2,1,1,0.6992380299532018,0,1,0
0.7079999999999999,0.08108108108108109,7,0.4505184555211242,1,1,0,0.8124479171382902,1,1,0
0.5299999999999999,0.3108108108108108,9,0.43449206807433255,1,1,0,0.9825274240327515,0,0,1
0.634,0.2837837837837838,2,0.0,2,1,0,0.20318886068000525,1,0,1
0.664,0.08108108108108109,9,0.2308898007155017,2,0,0,0.2652896171068872,0,1,0
0.2679999999999999,0.14864864864864863,4,0.518594581568955,1,1,0,0.8200242928700142,0,0,0
0.5559999999999999,0.12162162162162166,5,0.3819339158779567,2,1,0,0.7798967320391578,0,1,0
0.2599999999999999,0.35135135135135137,10,0.5165785439020282,1,1,0,0.026845477425335995,1,1,0
0.45599999999999985,0.16216216216216217,4,0.6754220010204144,1,1,0,0.5607223444225481,0,0,0
0.32399999999999995,0.2972972972972973,5,0.0,2,1,1,0.7321738346508939,0,0,0
0.2679999999999999,0.22972972972972977,7,0.5335561143570284,1,1,1,0.13597478480338349,0,0,1
0.31999999999999995,0.16216216216216217,0,0.0,2,1,1,0.6526066057415482,0,0,0
0.5119999999999999,0.24324324324324326,5,0.75919063393428,2,0,0,0.8967380926139781,0,1,0
0.4939999999999999,0.2972972972972973,8,0.4065121420414161,1,0,1,0.4736076562913596,0,0,1
0.8079999999999999,0.5,3,0.6441213243193682,1,1,0,0.03989367729505162,1,1,0
0.9999999999999999,0.36486486486486486,2,0.4874935875358797,1,1,1,0.09693449474977739,0,0,1
0.31999999999999995,0.6351351351351351,2,0.0,2,1,1,0.23996170613611842,0,0,0
0.856,0.36486486486486486,1,0.6462800095449114,2,1,0,0.8726212230873217,0,1,0
0.572,0.3243243243243243,2,0.0,2,1,1,0.2769786909836171,0,0,0
0.908,0.4324324324324324,4,0.0,1,1,1,0.04222510842565563,1,0,0
0.32799999999999996,0.1891891891891892,8,0.0,2,1,0,0.47902604992320363,0,0,0
0.7599999999999999,0.2837837837837838,1,0.39462504477415516,1,1,0,0.9747521847598887,0,0,0
0.35,0.25675675675675674,0,0.0,1,0,1,0.6574506214323068,0,0,1
0.5319999999999999,0.16216216216216217,5,0.0,2,0,1,0.9805690559024677,0,0,1
0.674,0.21621621621621623,7,0.44395786352937167,2,1,0,0.7427145028453996,0,1,0
0.7299999999999999,0.3108108108108108,8,0.22405451552062436,2,0,0,0.46464498905650187,1,0,0
0.32399999999999995,0.24324324324324326,3,0.33610367460350143,2,1,0,0.08789363286968696,0,0,0
0.258,0.2972972972972973,1,0.0,2,0,0,0.5747769689103994,0,0,0
0.5019999999999999,0.1891891891891892,8,0.3707198010156236,1,1,0,0.4345018288191643,0,0,0
0.45999999999999985,0.14864864864864863,9,0.24595818963787253,2,1,0,0.6402211842851677,0,0,1
0.914,0.22972972972972977,3,0.6966579538329687,1,1,1,0.002469860166662156,0,0,0
0.5319999999999999,0.1891891891891892,6,0.0,2,1,1,0.21459647385674852,0,0,1
0.7419999999999999,0.25675675675675674,3,0.4293402153838637,1,1,1,0.7928749419481053,0,1,0
0.30199999999999994,0.527027027027027,10,0.0,2,1,1,0.23883896510712793,0,0,0
0.34199999999999997,0.22972972972972977,6,0.38431476301792494,1,1,0,0.05193850428902382,0,0,0
0.9999999999999999,0.16216216216216217,2,0.5621406284918312,1,1,1,0.029374421325856,0,0,1
0.818,0.3243243243243243,4,0.4201713133806639,1,0,1,0.6068584358239337,0,0,0
0.33199999999999996,0.4324324324324324,5,0.0,1,0,1,0.7306134437457066,1,0,1
0.7219999999999999,0.27027027027027034,2,0.5142409015548903,2,1,1,0.0713817053846894,1,0,0
0.32399999999999995,0.2027027027027027,3,0.7041369665269274,1,1,0,0.4730906110843987,0,0,1
0.4,0.25675675675675674,3,0.0,1,1,1,0.8983311021427685,0,0,0
0.5159999999999999,0.3108108108108108,3,0.35777012092838173,1,0,0,0.9965593355526338,1,0,1
0.5359999999999999,0.21621621621621623,5,0.5378858404223006,1,1,1,0.7596723349196225,0,0,0
0.586,0.36486486486486486,5,0.0,1,1,0,0.7124409181422133,1,0,0
0.642,0.36486486486486486,2,0.42398429577522895,1,0,1,0.7912415093397576,0,0,0
0.678,0.2027027027027027,2,0.6449416972444869,2,1,0,0.8468596645254608,0,1,0
0.5059999999999999,0.1756756756756757,8,0.0,2,1,1,0.8495267873192199,0,0,0
0.5399999999999999,0.3108108108108108,9,0.0,2,0,0,0.44398249180369537,0,0,0
0.652,0.21621621621621623,1,0.25147664535828074,1,1,1,0.20281149522319766,0,0,0
0.44400000000000006,0.10810810810810811,4,0.4714544060498827,2,0,0,0.301775448692431,0,1,0
0.636,0.39189189189189194,7,0.425886900932566,1,0,1,0.7897126364297696,1,1,0
0.6900000000000001,0.37837837837837845,7,0.1973412790826746,1,1,0,0.6648829649288261,0,0,0
0.7599999999999999,0.2027027027027027,9,0.0,2,0,0,0.8828538153858946,0,0,1
0.914,0.3378378378378379,1,0.4216824448524101,2,1,0,0.17400619883922724,1,0,0
0.4839999999999999,0.48648648648648657,8,0.0,1,1,1,0.1432369811543901,1,0,0
0.7519999999999999,0.1756756756756757,9,0.45724560916346557,2,1,1,0.4906396306971466,0,0,0
0.32799999999999996,0.16216216216216217,7,0.0,1,0,1,0.6248746221655255,0,0,1
0.43400000000000005,0.3243243243243243,2,0.0,2,1,1,0.839869223333062,0,0,0
0.9999999999999999,0.2027027027027027,10,0.0,1,1,0,0.023788832233763872,1,0,0
0.642,0.36486486486486486,6,0.39683131904272373,1,1,1,0.5441395764911977,1,1,0
0.64,0.25675675675675674,4,0.6797895910646431,2,1,0,0.9912970310398723,0,0,0
0.6880000000000001,0.16216216216216217,9,0.0,2,1,1,0.13434490422306616,0,0,0
0.394,0.2837837837837838,6,0.297316531983165,3,1,1,0.4284438700275923,1,1,0
0.8019999999999999,0.4324324324324324,2,0.3861663115889005,1,1,0,0.38571812576390496,1,1,0
0.4879999999999999,0.14864864864864863,3,0.5214476523117415,1,1,0,0.30488337316190683,0,1,0
0.646,0.7297297297297298,1,0.0,2,0,1,0.5596921562366034,0,0,0
0.5199999999999999,0.2972972972972973,0,0.0,2,1,0,0.31080710531678063,0,0,0
0.32399999999999995,0.25675675675675674,1,0.0,2,0,1,0.7804373907282364,0,0,0
0.834,0.02702702702702703,3,0.4771429308210358,2,0,1,0.7505720891342913,0,1,0
0.46999999999999986,0.6621621621621623,5,0.4542839285863038,2,0,1,0.46546295607477095,0,0,0
0.826,0.3243243243243243,6,0.39920889792345576,1,1,0,0.166876628210877,1,1,0
0.7239999999999999,0.14864864864864863,2,0.0,1,1,1,0.7217537352951668,0,0,0
0.378,0.3378378378378379,3,0.463217954349513,3,1,0,0.27864554267258895,1,1,0
0.636,0.37837837837837845,2,0.0,3,1,0,0.4449630016257783,1,0,0
0.7060000000000001,0.13513513513513514,2,0.3235330727308447,2,0,1,0.8139921988459312,0,0,0
0.624,0.27027027027027034,4,0.0,2,1,0,0.6811538047648305,0,0,1
0.7499999999999999,0.2837837837837838,5,0.4655428026574456,1,1,0,0.6200855378378286,0,1,0
0.7060000000000001,0.25675675675675674,8,0.42232956018118756,2,0,1,0.37047217108608166,0,0,0
0.618,0.6621621621621623,6,0.4679653001742661,1,1,1,0.22495053550824842,1,1,0
0.346,0.21621621621621623,7,0.0,2,1,0,0.3097938267854031,0,0,1
0.57,0.2972972972972973,10,0.4922220810847943,1,1,0,0.6596094039892078,1,0,0
0.844,0.10810810810810811,7,0.6074199688008786,2,1,0,0.39676318193872795,0,1,0
0.39,0.10810810810810811,1,0.0,2,1,1,0.9982293890696894,0,0,0
0.568,0.08108108108108109,8,0.41091524451222416,1,1,1,0.7878028960635075,0,1,0
0.7779999999999999,0.48648648648648657,8,0.5038625044933583,1,1,0,0.6719540521660843,1,1,0
0.842,0.24324324324324326,5,0.310272987729799,1,0,0,0.49878137922847054,0,1,0
0.47399999999999987,0.21621621621621623,1,0.0,2,1,1,0.48940947834165915,0,0,1
0.662,0.8243243243243243,0,0.0,2,0,1,0.8547996478589451,0,0,0
0.388,0.25675675675675674,2,0.3177860381479987,1,1,1,0.28742550559241803,0,1,0
0.6920000000000001,0.13513513513513514,8,0.0,1,0,0,0.8835384562816141,0,0,1
0.832,0.3108108108108108,0,0.0,2,0,1,0.170980421271525,0,0,1
0.7539999999999999,0.21621621621621623,10,0.0,2,1,1,0.9932204292040541,0,0,0
0.642,0.21621621621621623,6,0.1485330956485161,2,0,0,0.7845001603665613,0,1,0
0.686,0.16216216216216217,6,0.5101364063791798,1,1,1,0.2518964702897119,0,0,0
0.9999999999999999,0.27027027027027034,3,0.21881796708775267,1,1,1,0.7002442044285184,0,1,0
0.7639999999999999,0.3243243243243243,9,0.4334352644932451,2,1,1,0.3262684829903634,0,1,0
0.7519999999999999,0.40540540540540543,6,0.39819430271469985,1,1,0,0.32126627698084226,0,0,1
0.41400000000000003,0.1891891891891892,6,0.7361012991370322,2,1,0,0.07429126659866452,0,0,0
0.664,0.10810810810810811,0,0.44103173523560907,1,0,1,0.5591819649428842,0,0,0
0.7759999999999999,0.1756756756756757,9,0.3149477941422352,1,1,1,0.0925506417889294,0,0,1
0.362,0.24324324324324326,9,0.39554111392398406,1,1,0,0.6155031215072245,0,0,1
0.29599999999999993,0.21621621621621623,2,0.0,2,1,1,0.7425317985303709,0,0,0
0.602,0.24324324324324326,7,0.0,2,1,0,0.06899759417639502,0,0,0
0.398,0.2837837837837838,7,0.0,1,0,0,0.4059947026754926,1,0,1
0.882,0.22972972972972977,7,0.20899401824860445,1,1,0,0.8051851204445178,0,1,0
0.6,0.3108108108108108,9,0.0,2,0,1,0.958011976938233,0,0,1
0.7659999999999999,0.21621621621621623,3,0.39991520062986535,3,1,0,0.2424009988502936,1,1,0
0.922,0.21621621621621623,1,0.5950511221508303,2,1,1,0.9316973025749051,0,1,0
0.7139999999999999,0.16216216216216217,8,0.0,2,1,0,0.16535791109934217,0,0,0
0.7239999999999999,0.13513513513513514,4,0.580336980644213,1,0,1,0.4691521624271378,0,1,0
0.7119999999999999,0.25675675675675674,7,0.0,2,1,1,0.5542796159467248,0,0,1
0.8119999999999999,0.5945945945945947,3,0.0,1,1,1,0.0554935340332563,1,0,0
0.854,0.47297297297297297,10,0.0,2,1,0,0.9499738875911202,0,0,0
0.592,0.22972972972972977,6,0.3349043430342575,1,0,1,0.8212139721173805,0,0,0
0.7279999999999999,0.37837837837837845,1,0.0,1,1,0,0.760739944471296,1,0,0
0.864,0.2837837837837838,8,0.0,2,1,1,0.16931166849712842,0,0,0
0.85,0.14864864864864863,10,0.0,2,1,1,0.3403806403265945,0,0,1
0.258,0.22972972972972977,4,0.5528895018690657,1,1,1,0.23586026441796945,1,1,0
0.914,0.3243243243243243,7,0.471405382161339,1,1,1,0.12896888478476787,0,0,0
0.898,0.05405405405405406,8,0.6942499243417917,2,0,1,0.9631858309501811,0,0,0
0.65,0.2972972972972973,7,0.45121451502480553,2,1,0,0.17245191141882457,0,0,0
0.5039999999999999,0.14864864864864863,5,0.4141413750897825,1,1,0,0.8060760791373835,0,0,1
0.25,0.1891891891891892,8,0.47438894413265564,1,1,0,0.5038357650300439,0,0,0
0.7879999999999999,0.10810810810810811,5,0.6628105060504846,1,1,1,0.9084575338289397,0,0,1
0.47599999999999987,0.21621621621621623,10,0.0,2,1,0,0.39508677479406873,0,0,1
0.7060000000000001,0.3243243243243243,9,0.25200271552485715,1,0,1,0.6864401730167841,0,1,0
0.7939999999999999,0.3108108108108108,5,0.37673132545568605,2,1,0,0.9746574306600353,0,0,1
0.46599999999999986,0.12162162162162166,7,0.0,2,1,0,0.25604028620140673,0,0,0
0.7999999999999999,0.21621621621621623,9,0.4496736503653735,1,0,0,0.7519035993600547,1,0,1
0.662,0.27027027027027034,3,0.0,2,1,1,0.5622474651902505,0,0,0
0.846,0.09459459459459457,2,0.5416674554995616,1,1,0,0.36795863598321465,0,0,0
0.7279999999999999,0.1756756756756757,4,0.49888486596290954,1,1,1,0.5329553908804232,0,0,0
0.674,0.35135135135135137,7,0.0,3,1,0,0.7791791223198885,1,0,1
0.32199999999999995,0.5405405405405406,0,0.594334177673493,1,1,1,0.8129283414365434,0,0,0
0.5539999999999999,0.2027027027027027,5,0.0,2,1,1,0.5184517600323906,0,0,0
0.6880000000000001,0.1756756756756757,10,0.0,2,1,0,0.8048775448342231,0,0,0
0.5319999999999999,0.24324324324324326,6,0.5273524003311464,1,0,0,0.07682471306992728,0,0,1
0.674,0.22972972972972977,8,0.0,2,1,0,0.05116611329238429,0,0,0
0.7239999999999999,0.2027027027027027,6,0.0,2,1,1,0.9534418176057621,0,0,0
